OpeningId,Type,PeculiarType,HouseId,BiggerAreaRoom,PassingStandingBiggerRoom,BiggerAreaRoomType,Facing,Bigger Area RoomM2,SmallerAreaRoom,PassingStandingSmallerRoom,SmallerAreaRoomType,SmallerAreaRoomM2,Width,Height,Length,LevelOfPreservation,IdThresholdSill,IdLintel,Floor,DistancefromGround,FrameTrace,LintelType,HouseType,Date,Period,Town,DataMethod,TotalSquareMeter,IdThresholdSill:1,ThresholdSillLength,ThresholdSillWidth,ThresholdSillThickness,ThresholdSillMaterial,ThresholdSillType,ThresholdSillDoorstopWidth,ThresholdSillTenonHoleNumber,ThresholdSillHingeHoleNumber,ThresholdSillBoltHoleNumber,ThresholdSillShutterErosion,ThresholdSillFoldingDoorChannel
995,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 1,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,COURT,STANDING,OPEN SPACES,105.03,352,,65,2,,,G,,NO,,DOMUS,II-III AD,MIDDLE EMPIRE,OSTIA,SURVEY,1331,,,,,,,,,,,,
996,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 1,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,59.29,TABERNA,STANDING,PUBLIC ROOM,51.94,68,,52,2,,,G,,NO,,DOMUS,II-III AD,MIDDLE EMPIRE,OSTIA,SURVEY,1331,,,,,,,,,,,,
997,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 1,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,51.94,147,,58,3,T0997,,G,,NO,,DOMUS,II-III AD,MIDDLE EMPIRE,OSTIA,SURVEY,1331,T0997,59,147,,LIMESTONE,D,13,0,2,0,NO,NO
998,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 1,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,51.94,259,,60,3,T0998,,G,,NO,,DOMUS,II-III AD,MIDDLE EMPIRE,OSTIA,SURVEY,1331,T0998,36,259,24,LIMESTONE,F,11,0,1,0,NO,YES
999,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 1,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,51.94,208,,60,3,T0999,,G,,NO,,DOMUS,II-III AD,MIDDLE EMPIRE,OSTIA,SURVEY,1331,T0999,47,208,30,LIMESTONE,F,95,0,0,0,NO,YES
1000,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 1,TABERNA,STANDING,PUBLIC ROOM,OUTSIDE,51.94,TABERNA,STANDING,PUBLIC ROOM,32.76,120,,60,2,,,G,,NO,,DOMUS,II-III AD,MIDDLE EMPIRE,OSTIA,SURVEY,1331,,,,,,,,,,,,
1001,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 1,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,32.76,322,,60,3,T1001,,G,,NO,,DOMUS,II-III AD,MIDDLE EMPIRE,OSTIA,SURVEY,1331,T1001,42,322,25,LIMESTONE,F,10,0,1,0,NO,YES
1002,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,STREET,PASSING,OPEN SPACES,OUTSIDE,,ENTRANCE,PASSING,PUBLIC ROOM,15.08,262,,60,3,T1002,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,T1002,45,262,20,LIMESTONE,C,0,0,0,0,NO,NO
1003,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,ENTRANCE,PASSING,PUBLIC ROOM,15.08,260,,59,2,,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1004,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,CUBICULUM,STANDING,PRIVATE ROOM,12.77,109,,59,2,,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1005,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,SERVICE ROOM,STANDING,SERVICE ROOM,7.5,115,,51,2,,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1006,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,RECEPTION ROOM,STANDING,PUBLIC ROOM,56.83,165,261,48,5,T1006,,G,,NO,G,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,T1006,48,165,14,OTHER STONE,C,0,0,0,0,NO,NO
1007,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,RECEPTION ROOM,STANDING,PUBLIC ROOM,56.83,221,287,52,5,T1007,,G,,NO,G,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,T1007,52,187,14,MARBLE,C,0,0,0,0,NO,NO
1008,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,RECEPTION ROOM,STANDING,PUBLIC ROOM,56.83,166,261,55,5,T1008,,G,,NO,G,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,T1008,55,166,19,MARBLE,C,0,0,0,0,NO,NO
1009,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,STAIRWAY,PASSING,SERVICE ROOM,6.16,89,252,60,4,,,G,,NO,E,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1010,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,SERVICE ROOM,STANDING,SERVICE ROOM,INSIDE,32.72,LATRINA,STANDING,SERVICE ROOM,5.36,80,,50,2,,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1011,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,56.83,SERVICE ROOM,STANDING,SERVICE ROOM,32.72,95,199,41,5,T1011,,G,,NO,E,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,T1011,58,95,6,MARBLE,C,0,0,0,0,NO,NO
1012,WINDOW,NO,DOMUS DELLA FORTUNA ANNONARIA 2,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,59.29,LATRINA,STANDING,SERVICE ROOM,5.36,17,49,40,4,,,G,,NO,A,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1013,WINDOW,NO,DOMUS DELLA FORTUNA ANNONARIA 2,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,59.29,LATRINA,STANDING,SERVICE ROOM,5.36,14,35,35,4,,,G,,NO,A,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1014,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,CUBICULUM,STANDING,PRIVATE ROOM,8.81,133,,62,2,,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1015,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,9.57,CUBICULUM,STANDING,PRIVATE ROOM,8.81,88,,54,3,T1015,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,T1015,50,84,3,MARBLE,C,0,0,2,0,NO,NO
1016,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,CUBICULUM,STANDING,PRIVATE ROOM,9.57,88,,60,3,T1016,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,T1016,36,86,7,MARBLE,C,0,0,2,0,NO,NO
1017,WINDOW,NO,DOMUS DELLA FORTUNA ANNONARIA 2,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,9.57,UNDERSTAIRS,STANDING,SERVICE ROOM,5.66,76,,55,2,,,G,85,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1018,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,CORRIDOR,PASSING,PUBLIC ROOM,9.01,115,206,59,5,T1018,,G,,YES,E,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,T1018,27,115,8,OTHER STONE,A,8,0,1,0,NO,NO
1019,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,10.38,CORRIDOR,PASSING,PUBLIC ROOM,9.01,114,,38,2,,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1020,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,TABERNA,STANDING,PUBLIC ROOM,OUTSIDE,19.31,CUBICULUM,STANDING,PRIVATE ROOM,10.38,88,,49,2,,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1021,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,19.31,239,,59,2,,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1022,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,9.01,SERVICE ROOM,STANDING,SERVICE ROOM,8.33,100,186,60,4,,,G,,NO,C,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1023,WINDOW,NO,DOMUS DELLA FORTUNA ANNONARIA 2,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,20.53,SERVICE ROOM,STANDING,SERVICE ROOM,8.33,30,40,45,4,,,G,174,NO,A,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1024,WINDOW,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,RECEPTION ROOM,STANDING,PUBLIC ROOM,20.53,225,164,44,4,,,G,90,NO,E,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1025,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,RECEPTION ROOM,STANDING,PUBLIC ROOM,48.99,302,,55,3,T1025,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,T1025,46,302,6,MARBLE,C,0,0,0,0,NO,NO
1026,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,48.99,RECEPTION ROOM,STANDING,PUBLIC ROOM,20.53,116,219,45,5,T1026,,G,,NO,E,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,T1026,42,116,3,MARBLE,C,0,0,2,0,NO,NO
1027,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,COURT,STANDING,OPEN SPACES,105.03,313,,65,2,,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1028,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,COURT,STANDING,OPEN SPACES,105.03,295,,65,2,,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1029,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,COURT,STANDING,OPEN SPACES,105.03,182,,65,2,,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1030,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,COURT,STANDING,OPEN SPACES,105.03,170,,65,2,,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1031,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,COURT,STANDING,OPEN SPACES,105.03,246,,65,2,,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1032,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,COURT,STANDING,OPEN SPACES,105.03,153,,65,2,,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1033,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,COURT,STANDING,OPEN SPACES,105.03,192,,65,2,,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1034,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,COURT,STANDING,OPEN SPACES,105.03,348,,65,2,,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1035,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,128.03,COURT,STANDING,OPEN SPACES,105.03,352,,65,2,,,G,,NO,,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,
1036,DOORWAY,NO,CASEGGIATO DEL SOLE 1,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,29.8,317,,60,3,T1036,,G,,NO,,SHOP APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,94,T1036,37,317,17,LIMESTONE,F,9,0,1,0,NO,YES
1037,DOORWAY,NO,CASEGGIATO DEL SOLE 1,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,36.02,TABERNA,STANDING,PUBLIC ROOM,29.8,86,218,53,5,T1037,L1037,G,,NO,F,SHOP APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,94,T1037,59,86,,BRICK,C,0,0,0,0,NO,NO
1038,DOORWAY,NO,CASEGGIATO DEL SOLE 1,COURT,STANDING,OPEN SPACES,OUTSIDE,40.19,CUBICULUM,STANDING,PRIVATE ROOM,36.02,133,244,60,4,,L1038,G,,NO,F,SHOP APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,94,,,,,,,,,,,,
1039,DOORWAY,NO,CASEGGIATO DEL SOLE 1,COURT,STANDING,OPEN SPACES,OUTSIDE,40.19,CUBICULUM,STANDING,PRIVATE ROOM,36.02,104,298,60,4,,L1039,G,,NO,F,SHOP APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,94,,,,,,,,,,,,
1040,WINDOW,NO,CASEGGIATO DEL SOLE 1,COURT,STANDING,OPEN SPACES,OUTSIDE,40.19,CUBICULUM,STANDING,PRIVATE ROOM,36.02,127,175,60,4,,L1040,G,137,NO,F,SHOP APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,94,,,,,,,,,,,,
1041,DOORWAY,NO,CASEGGIATO DEL SOLE 5,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,29.8,317,,60,3,T1041,,G,,NO,,SHOP APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,94,T1041,37,317,17,LIMESTONE,F,9,0,1,0,NO,YES
1042,DOORWAY,NO,CASEGGIATO DEL SOLE 5,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,36.02,TABERNA,STANDING,PUBLIC ROOM,29.8,86,218,53,5,T1042,L1042,G,,NO,F,SHOP APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,94,T1042,59,86,,BRICK,C,0,0,0,0,NO,NO
1043,DOORWAY,NO,CASEGGIATO DEL SOLE 5,COURT,STANDING,OPEN SPACES,OUTSIDE,40.19,CUBICULUM,STANDING,PRIVATE ROOM,36.02,104,298,60,4,,L1043,G,,NO,F,SHOP APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,94,,,,,,,,,,,,
1044,WINDOW,WOLF MOUTH WINDOW,CASEGGIATO DEL SOLE 5,COURT,STANDING,OPEN SPACES,OUTSIDE,40.19,CUBICULUM,STANDING,PRIVATE ROOM,36.02,38,91,60,4,,,G,221,NO,A,SHOP APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,94,,,,,,,,,,,,
1045,WINDOW,WOLF MOUTH WINDOW,CASEGGIATO DEL SOLE 5,COURT,STANDING,OPEN SPACES,OUTSIDE,40.19,CUBICULUM,STANDING,PRIVATE ROOM,36.02,39,91,60,4,,,G,221,NO,A,SHOP APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,94,,,,,,,,,,,,
1046,DOORWAY,NO,CASEGGIATO DEL SOLE 2,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,28.12,233,,49,3,T1046,,G,,NO,,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,T1046,36,231,14,LIMESTONE,F,85,0,1,0,NO,YES
1047,DOORWAY,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,37.19,TABERNA,STANDING,PUBLIC ROOM,28.12,99,196,58,5,T1047,L1047,G,,NO,F,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,T1047,37,99,6,LIMESTONE,D,8,0,2,0,NO,NO
1048,DOORWAY,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,STANDING,PRIVATE ROOM,OUTSIDE,37.19,COURT,STANDING,OPEN SPACES,40.19,117,,59,3,T1048,,G,,NO,,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,T1048,28,113,15,LIMESTONE,D,8,0,2,1,NO,NO
1049,WINDOW,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,STANDING,PRIVATE ROOM,OUTSIDE,37.19,COURT,STANDING,OPEN SPACES,40.19,117,,60,2,,,G,113,NO,,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,,,,,,,,,,,,
1050,WINDOW,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,STANDING,PRIVATE ROOM,OUTSIDE,37.19,COURT,STANDING,OPEN SPACES,40.19,120,,60,2,,,G,109,NO,,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,,,,,,,,,,,,
1051,WINDOW,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,45.54,CUBICULUM,STANDING,PRIVATE ROOM,37.19,118,187,59,4,,L1051,G,101,NO,F,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,,,,,,,,,,,,
1052,WINDOW,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,45.54,CUBICULUM,STANDING,PRIVATE ROOM,37.19,118,166,59,4,,L1052,G,101,NO,F,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,,,,,,,,,,,,
1053,DOORWAY,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,45.54,CUBICULUM,STANDING,PRIVATE ROOM,37.19,118,196,59,4,,L1053,G,,NO,F,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,,,,,,,,,,,,
1054,DOORWAY,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,37.19,TABERNA,STANDING,PUBLIC ROOM,29.02,102,186,60,5,T1054,L1054,G,,NO,F,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,T1054,29,102,13,LIMESTONE,D,6,0,1,0,NO,NO
1055,DOORWAY,NO,CASEGGIATO DEL SOLE 2,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,29.02,250,,60,3,T1055,,G,,NO,,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,T1055,40,250,13,LIMESTONE,F,11,0,1,0,NO,NO
1056,DOORWAY,NO,CASEGGIATO DEL SOLE 2,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,28.4,269,,60,3,T1056,,G,,NO,,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,T1056,48,97,6,LIMESTONE,F,10,0,3,0,NO,YES
1057,DOORWAY,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,45.54,TABERNA,STANDING,PUBLIC ROOM,28.4,106,193,60,5,T1057,L1057,G,,NO,F,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,T1057,28,106,9,LIMESTONE,E,8,0,1,0,NO,NO
1058,DOORWAY,NO,CASEGGIATO DEL SOLE 2,TABERNA,STANDING,PUBLIC ROOM,OUTSIDE,29.02,TABERNA,STANDING,PUBLIC ROOM,28.4,104,176,60,4,,,G,,NO,D,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,,,,,,,,,,,,
1059,DOORWAY,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,45.54,TABERNA,STANDING,PUBLIC ROOM,27.55,102,200,59,4,,L1059,G,,NO,F,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,,,,,,,,,,,,
1060,DOORWAY,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,45.54,TABERNA,STANDING,PUBLIC ROOM,38.07,101,190,60,4,,L1060,G,,NO,F,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,,,,,,,,,,,,
1061,DOORWAY,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,STANDING,PRIVATE ROOM,OUTSIDE,45.54,COURT,STANDING,OPEN SPACES,36.82,118,191,60,5,T1061,L1061,G,,NO,F,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,T1061,45,118,15,LIMESTONE,D,8,0,2,1,NO,NO
1062,WINDOW,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,STANDING,PRIVATE ROOM,OUTSIDE,45.54,COURT,STANDING,OPEN SPACES,36.82,114,168,59,4,,L1062,G,117,NO,F,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,,,,,,,,,,,,
1063,WINDOW,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,STANDING,PRIVATE ROOM,OUTSIDE,45.54,COURT,STANDING,OPEN SPACES,36.82,117,188,58,4,,L1063,G,100,NO,F,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,,,,,,,,,,,,
1064,DOORWAY,NO,CASEGGIATO DEL SOLE 2,TABERNA,STANDING,PUBLIC ROOM,OUTSIDE,38.07,COURT,STANDING,OPEN SPACES,36.82,146,,59,3,T1064,,G,,NO,,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,T1064,39,146,17,LIMESTONE,E,8,0,3,2,NO,NO
1065,DOORWAY,NO,CASEGGIATO DEL SOLE 6,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,28.12,233,,49,3,T1065,,G,,NO,,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,303,T1065,36,231,14,LIMESTONE,F,85,0,1,0,NO,YES
1066,DOORWAY,NO,CASEGGIATO DEL SOLE 6,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,14.91,TABERNA,STANDING,PUBLIC ROOM,28.12,99,196,58,5,T1066,L1066,G,,NO,F,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,303,T1066,37,99,6,LIMESTONE,D,8,0,2,0,NO,NO
1067,DOORWAY,NO,CASEGGIATO DEL SOLE 6,CUBICULUM,STANDING,PRIVATE ROOM,OUTSIDE,14.91,COURT,STANDING,OPEN SPACES,40.19,117,,59,3,T1067,,G,,NO,,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,303,T1067,28,113,15,LIMESTONE,D,8,0,2,1,NO,NO
1068,WINDOW,NO,CASEGGIATO DEL SOLE 6,CUBICULUM,STANDING,PRIVATE ROOM,OUTSIDE,14.91,COURT,STANDING,OPEN SPACES,40.19,117,,60,2,,,G,113,NO,,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,303,,,,,,,,,,,,
1069,WINDOW,NO,CASEGGIATO DEL SOLE 6,CUBICULUM,STANDING,PRIVATE ROOM,OUTSIDE,14.91,COURT,STANDING,OPEN SPACES,40.19,120,,60,2,,,G,109,NO,,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,303,,,,,,,,,,,,
1070,WINDOW,NO,CASEGGIATO DEL SOLE 6,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,21.67,CUBICULUM,STANDING,PRIVATE ROOM,20.7,118,166,59,4,,L1070,G,101,NO,F,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,303,,,,,,,,,,,,
1071,DOORWAY,NO,CASEGGIATO DEL SOLE 6,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,21.67,CUBICULUM,STANDING,PRIVATE ROOM,20.7,118,196,59,4,,L1071,G,,NO,F,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,303,,,,,,,,,,,,
1072,DOORWAY,NO,CASEGGIATO DEL SOLE 6,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,20.7,TABERNA,STANDING,PUBLIC ROOM,29.02,102,186,60,5,T1072,L1072,G,,NO,F,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,303,T1072,29,102,13,LIMESTONE,D,6,0,1,0,NO,NO
1073,DOORWAY,NO,CASEGGIATO DEL SOLE 6,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,29.02,250,,60,3,T1073,,G,,NO,,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,303,T1073,40,250,13,LIMESTONE,F,11,0,1,0,NO,NO
