OpeningId,Type,PeculiarType,HouseId,HouseType,Date,Period,Town,BiggerAreaRoom,PassingStandingBiggerRoom,BiggerAreaRoomType,Bigger Area RoomM2,SmallerAreaRoom,PassingStandingSmallerRoom,SmallerAreaRoomType,SmallerAreaRoomM2,Width,Height,Facing,Floor,DistancefromGround,IdThresholdSill,ThresholdSillLength,ThresholdSillWidth,ThresholdSillThickness,ThresholdSillMaterial,ThresholdSillType,ThresholdSillDoorstopWidth,ThresholdSillTenonHoleNumber,ThresholdSillHingeHoleNumber,ThresholdSillBoltHoleNumber,ThresholdSillShutterErosion,ThresholdSillFoldingDoorChannel,FrameTrace,LintelType,IdLintel,LintelLength,LintelWidth,LintelThickness,LintelMaterial,LintelDoorstopWidth,LintelTenonHoleNumber,LintelHingeHoleNumber,LintelBoltHoleNumber
1005,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,PORTICUS,PASSING,PUBLIC ROOM,128.03,SERVICE ROOM,STANDING,SERVICE ROOM,7.5,115,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
1006,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,PORTICUS,PASSING,PUBLIC ROOM,128.03,RECEPTION ROOM,STANDING,PUBLIC ROOM,56.83,165,261,INSIDE,G,,T1006,48,165,14,OTHER STONE,C,0,0,0,0,NO,NO,NO,G,,,,,,,,,
1007,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,PORTICUS,PASSING,PUBLIC ROOM,128.03,RECEPTION ROOM,STANDING,PUBLIC ROOM,56.83,221,287,INSIDE,G,,T1007,52,187,14,MARBLE,C,0,0,0,0,NO,NO,NO,G,,,,,,,,,
1008,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,PORTICUS,PASSING,PUBLIC ROOM,128.03,RECEPTION ROOM,STANDING,PUBLIC ROOM,56.83,166,261,INSIDE,G,,T1008,55,166,19,MARBLE,C,0,0,0,0,NO,NO,NO,G,,,,,,,,,
1009,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,PORTICUS,PASSING,PUBLIC ROOM,128.03,STAIRWAY,PASSING,SERVICE ROOM,6.16,89,252,INSIDE,G,,,,,,,,,,,,,,NO,E,,,,,,,,,
1010,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,SERVICE ROOM,STANDING,SERVICE ROOM,32.72,LATRINA,STANDING,SERVICE ROOM,5.36,80,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
1011,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,RECEPTION ROOM,STANDING,PUBLIC ROOM,56.83,SERVICE ROOM,STANDING,SERVICE ROOM,32.72,95,199,INSIDE,G,,T1011,58,95,6,MARBLE,C,0,0,0,0,NO,NO,NO,E,,,,,,,,,
1012,WINDOW,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,RECEPTION ROOM,STANDING,PUBLIC ROOM,59.29,LATRINA,STANDING,SERVICE ROOM,5.36,17,49,INSIDE,G,,,,,,,,,,,,,,NO,A,,,,,,,,,
1013,WINDOW,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,RECEPTION ROOM,STANDING,PUBLIC ROOM,59.29,LATRINA,STANDING,SERVICE ROOM,5.36,14,35,INSIDE,G,,,,,,,,,,,,,,NO,A,,,,,,,,,
1014,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,PORTICUS,PASSING,PUBLIC ROOM,128.03,CUBICULUM,STANDING,PRIVATE ROOM,8.81,133,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
1015,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,9.57,CUBICULUM,STANDING,PRIVATE ROOM,8.81,88,,INSIDE,G,,T1015,50,84,3,MARBLE,C,0,0,2,0,NO,NO,NO,,,,,,,,,,
1016,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,PORTICUS,PASSING,PUBLIC ROOM,128.03,CUBICULUM,STANDING,PRIVATE ROOM,9.57,88,,INSIDE,G,,T1016,36,86,7,MARBLE,C,0,0,2,0,NO,NO,NO,,,,,,,,,,
1017,WINDOW,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,9.57,UNDERSTAIRS,STANDING,SERVICE ROOM,5.66,76,,INSIDE,G,85,,,,,,,,,,,,,NO,,,,,,,,,,
1018,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,PORTICUS,PASSING,PUBLIC ROOM,128.03,CORRIDOR,PASSING,PUBLIC ROOM,9.01,115,206,INSIDE,G,,T1018,27,115,8,OTHER STONE,A,8,0,1,0,NO,NO,YES,E,,,,,,,,,
1019,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,10.38,CORRIDOR,PASSING,PUBLIC ROOM,9.01,114,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
1020,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,TABERNA,STANDING,PUBLIC ROOM,19.31,CUBICULUM,STANDING,PRIVATE ROOM,10.38,88,,OUTSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
1021,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,19.31,239,,OUTSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
1022,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,9.01,SERVICE ROOM,STANDING,SERVICE ROOM,8.33,100,186,INSIDE,G,,,,,,,,,,,,,,NO,C,,,,,,,,,
1023,WINDOW,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,RECEPTION ROOM,STANDING,PUBLIC ROOM,20.53,SERVICE ROOM,STANDING,SERVICE ROOM,8.33,30,40,INSIDE,G,174,,,,,,,,,,,,,NO,A,,,,,,,,,
1024,WINDOW,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,PORTICUS,PASSING,PUBLIC ROOM,128.03,RECEPTION ROOM,STANDING,PUBLIC ROOM,20.53,225,164,INSIDE,G,90,,,,,,,,,,,,,NO,E,,,,,,,,,
1025,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,PORTICUS,PASSING,PUBLIC ROOM,128.03,RECEPTION ROOM,STANDING,PUBLIC ROOM,48.99,302,,INSIDE,G,,T1025,46,302,6,MARBLE,C,0,0,0,0,NO,NO,NO,,,,,,,,,,
1026,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,RECEPTION ROOM,STANDING,PUBLIC ROOM,48.99,RECEPTION ROOM,STANDING,PUBLIC ROOM,20.53,116,219,INSIDE,G,,T1026,42,116,3,MARBLE,C,0,0,2,0,NO,NO,NO,E,,,,,,,,,
1027,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,PORTICUS,PASSING,PUBLIC ROOM,128.03,COURT,STANDING,OPEN SPACES,105.03,313,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
1028,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,PORTICUS,PASSING,PUBLIC ROOM,128.03,COURT,STANDING,OPEN SPACES,105.03,295,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
1029,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,PORTICUS,PASSING,PUBLIC ROOM,128.03,COURT,STANDING,OPEN SPACES,105.03,182,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
1030,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,PORTICUS,PASSING,PUBLIC ROOM,128.03,COURT,STANDING,OPEN SPACES,105.03,170,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
1031,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,PORTICUS,PASSING,PUBLIC ROOM,128.03,COURT,STANDING,OPEN SPACES,105.03,246,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
1032,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,PORTICUS,PASSING,PUBLIC ROOM,128.03,COURT,STANDING,OPEN SPACES,105.03,153,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
1033,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,PORTICUS,PASSING,PUBLIC ROOM,128.03,COURT,STANDING,OPEN SPACES,105.03,192,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
1034,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,PORTICUS,PASSING,PUBLIC ROOM,128.03,COURT,STANDING,OPEN SPACES,105.03,348,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
1035,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,PORTICUS,PASSING,PUBLIC ROOM,128.03,COURT,STANDING,OPEN SPACES,105.03,352,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
1036,DOORWAY,NO,CASEGGIATO DEL SOLE 1,SHOP APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,29.8,317,,OUTSIDE,G,,T1036,37,317,17,LIMESTONE,F,9,0,1,0,NO,YES,NO,,,,,,,,,,
1037,DOORWAY,NO,CASEGGIATO DEL SOLE 1,SHOP APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,36.02,TABERNA,STANDING,PUBLIC ROOM,29.8,86,218,OUTSIDE,G,,T1037,59,86,,BRICK,C,0,0,0,0,NO,NO,NO,F,L1037,108,53,15,WOOD,,,,
1038,DOORWAY,NO,CASEGGIATO DEL SOLE 1,SHOP APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,40.19,CUBICULUM,STANDING,PRIVATE ROOM,36.02,133,244,OUTSIDE,G,,,,,,,,,,,,,,NO,F,L1038,174,60,12,WOOD,,,,
1039,DOORWAY,NO,CASEGGIATO DEL SOLE 1,SHOP APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,40.19,CUBICULUM,STANDING,PRIVATE ROOM,36.02,104,298,OUTSIDE,G,,,,,,,,,,,,,,NO,F,L1039,371,60,12,WOOD,,,,
1040,WINDOW,NO,CASEGGIATO DEL SOLE 1,SHOP APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,40.19,CUBICULUM,STANDING,PRIVATE ROOM,36.02,127,175,OUTSIDE,G,137,,,,,,,,,,,,,NO,F,L1040,371,60,12,WOOD,,,,
1041,DOORWAY,NO,CASEGGIATO DEL SOLE 5,SHOP APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,29.8,317,,OUTSIDE,G,,T1041,37,317,17,LIMESTONE,F,9,0,1,0,NO,YES,NO,,,,,,,,,,
1042,DOORWAY,NO,CASEGGIATO DEL SOLE 5,SHOP APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,36.02,TABERNA,STANDING,PUBLIC ROOM,29.8,86,218,OUTSIDE,G,,T1042,59,86,,BRICK,C,0,0,0,0,NO,NO,NO,F,L1042,108,53,15,WOOD,,,,
1043,DOORWAY,NO,CASEGGIATO DEL SOLE 5,SHOP APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,40.19,CUBICULUM,STANDING,PRIVATE ROOM,36.02,104,298,OUTSIDE,G,,,,,,,,,,,,,,NO,F,L1043,371,60,12,WOOD,,,,
1044,WINDOW,WOLF MOUTH WINDOW,CASEGGIATO DEL SOLE 5,SHOP APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,40.19,CUBICULUM,STANDING,PRIVATE ROOM,36.02,38,91,OUTSIDE,G,221,,,,,,,,,,,,,NO,A,,,,,,,,,
1045,WINDOW,WOLF MOUTH WINDOW,CASEGGIATO DEL SOLE 5,SHOP APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,40.19,CUBICULUM,STANDING,PRIVATE ROOM,36.02,39,91,OUTSIDE,G,221,,,,,,,,,,,,,NO,A,,,,,,,,,
1046,DOORWAY,NO,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,28.12,233,,OUTSIDE,G,,T1046,36,231,14,LIMESTONE,F,85,0,1,0,NO,YES,NO,,,,,,,,,,
1047,DOORWAY,NO,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,37.19,TABERNA,STANDING,PUBLIC ROOM,28.12,99,196,OUTSIDE,G,,T1047,37,99,6,LIMESTONE,D,8,0,2,0,NO,NO,NO,F,L1047,145,58,12,WOOD,,,,
1048,DOORWAY,NO,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,37.19,COURT,STANDING,OPEN SPACES,40.19,117,,OUTSIDE,G,,T1048,28,113,15,LIMESTONE,D,8,0,2,1,NO,NO,NO,,,,,,,,,,
1049,WINDOW,NO,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,37.19,COURT,STANDING,OPEN SPACES,40.19,117,,OUTSIDE,G,113,,,,,,,,,,,,,NO,,,,,,,,,,
1050,WINDOW,NO,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,37.19,COURT,STANDING,OPEN SPACES,40.19,120,,OUTSIDE,G,109,,,,,,,,,,,,,NO,,,,,,,,,,
1051,WINDOW,NO,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,45.54,CUBICULUM,STANDING,PRIVATE ROOM,37.19,118,187,INSIDE,G,101,,,,,,,,,,,,,NO,F,L1051,177,59,11,WOOD,,,,
1052,WINDOW,NO,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,45.54,CUBICULUM,STANDING,PRIVATE ROOM,37.19,118,166,INSIDE,G,101,,,,,,,,,,,,,NO,F,L1052,157,59,11,WOOD,,,,
1053,DOORWAY,NO,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,45.54,CUBICULUM,STANDING,PRIVATE ROOM,37.19,118,196,INSIDE,G,,,,,,,,,,,,,,NO,F,L1053,179,59,9,WOOD,,,,
1054,DOORWAY,NO,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,37.19,TABERNA,STANDING,PUBLIC ROOM,29.02,102,186,OUTSIDE,G,,T1054,29,102,13,LIMESTONE,D,6,0,1,0,NO,NO,NO,F,L1054,149,60,18,WOOD,,,,
1055,DOORWAY,NO,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,29.02,250,,OUTSIDE,G,,T1055,40,250,13,LIMESTONE,F,11,0,1,0,NO,NO,NO,,,,,,,,,,
1056,DOORWAY,NO,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,28.4,269,,OUTSIDE,G,,T1056,48,97,6,LIMESTONE,F,10,0,3,0,NO,YES,NO,,,,,,,,,,
1057,DOORWAY,NO,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,45.54,TABERNA,STANDING,PUBLIC ROOM,28.4,106,193,OUTSIDE,G,,T1057,28,106,9,LIMESTONE,E,8,0,1,0,NO,NO,NO,F,L1057,152,60,10,WOOD,,,,
1058,DOORWAY,NO,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,TABERNA,STANDING,PUBLIC ROOM,29.02,TABERNA,STANDING,PUBLIC ROOM,28.4,104,176,OUTSIDE,G,,,,,,,,,,,,,,NO,D,,,,,,,,,
1059,DOORWAY,NO,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,45.54,TABERNA,STANDING,PUBLIC ROOM,27.55,102,200,OUTSIDE,G,,,,,,,,,,,,,,NO,F,L1059,162,59,16,WOOD,,,,
1060,DOORWAY,NO,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,45.54,TABERNA,STANDING,PUBLIC ROOM,38.07,101,190,OUTSIDE,G,,,,,,,,,,,,,,NO,F,L1060,166,60,10,WOOD,,,,
1061,DOORWAY,NO,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,45.54,COURT,STANDING,OPEN SPACES,36.82,118,191,OUTSIDE,G,,T1061,45,118,15,LIMESTONE,D,8,0,2,1,NO,NO,NO,F,L1061,175,60,10,WOOD,,,,
1062,WINDOW,NO,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,45.54,COURT,STANDING,OPEN SPACES,36.82,114,168,INSIDE,G,117,,,,,,,,,,,,,NO,F,L1062,154,59,10,WOOD,,,,
1063,WINDOW,NO,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,45.54,COURT,STANDING,OPEN SPACES,36.82,117,188,OUTSIDE,G,100,,,,,,,,,,,,,NO,F,L1063,147,58,10,WOOD,,,,
1064,DOORWAY,NO,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,TABERNA,STANDING,PUBLIC ROOM,38.07,COURT,STANDING,OPEN SPACES,36.82,146,,OUTSIDE,G,,T1064,39,146,17,LIMESTONE,E,8,0,3,2,NO,NO,NO,,,,,,,,,,
1065,DOORWAY,NO,CASEGGIATO DEL SOLE 6,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,28.12,233,,OUTSIDE,G,,T1065,36,231,14,LIMESTONE,F,85,0,1,0,NO,YES,NO,,,,,,,,,,
1066,DOORWAY,NO,CASEGGIATO DEL SOLE 6,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,14.91,TABERNA,STANDING,PUBLIC ROOM,28.12,99,196,OUTSIDE,G,,T1066,37,99,6,LIMESTONE,D,8,0,2,0,NO,NO,NO,F,L1066,145,58,12,WOOD,,,,
1067,DOORWAY,NO,CASEGGIATO DEL SOLE 6,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,14.91,COURT,STANDING,OPEN SPACES,40.19,117,,OUTSIDE,G,,T1067,28,113,15,LIMESTONE,D,8,0,2,1,NO,NO,NO,,,,,,,,,,
1068,WINDOW,NO,CASEGGIATO DEL SOLE 6,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,14.91,COURT,STANDING,OPEN SPACES,40.19,117,,OUTSIDE,G,113,,,,,,,,,,,,,NO,,,,,,,,,,
1069,WINDOW,NO,CASEGGIATO DEL SOLE 6,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,14.91,COURT,STANDING,OPEN SPACES,40.19,120,,OUTSIDE,G,109,,,,,,,,,,,,,NO,,,,,,,,,,
1070,WINDOW,NO,CASEGGIATO DEL SOLE 6,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,21.67,CUBICULUM,STANDING,PRIVATE ROOM,20.7,118,166,INSIDE,G,101,,,,,,,,,,,,,NO,F,L1070,157,59,11,WOOD,,,,
1071,DOORWAY,NO,CASEGGIATO DEL SOLE 6,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,21.67,CUBICULUM,STANDING,PRIVATE ROOM,20.7,118,196,INSIDE,G,,,,,,,,,,,,,,NO,F,L1071,179,59,9,WOOD,,,,
1072,DOORWAY,NO,CASEGGIATO DEL SOLE 6,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,20.7,TABERNA,STANDING,PUBLIC ROOM,29.02,102,186,OUTSIDE,G,,T1072,29,102,13,LIMESTONE,D,6,0,1,0,NO,NO,NO,F,L1072,149,60,18,WOOD,,,,
1073,DOORWAY,NO,CASEGGIATO DEL SOLE 6,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,29.02,250,,OUTSIDE,G,,T1073,40,250,13,LIMESTONE,F,11,0,1,0,NO,NO,NO,,,,,,,,,,
1074,DOORWAY,NO,CASEGGIATO DEL SOLE 6,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,21.67,TABERNA,STANDING,PUBLIC ROOM,28.4,106,193,OUTSIDE,G,,T1074,28,106,9,LIMESTONE,E,8,0,1,0,NO,NO,NO,F,L1074,152,60,10,WOOD,,,,
1075,DOORWAY,NO,CASEGGIATO DEL SOLE 6,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,21.83,TABERNA,STANDING,PUBLIC ROOM,27.55,102,200,OUTSIDE,G,,,,,,,,,,,,,,NO,,L1075,162,59,16,WOOD,,,,
1076,DOORWAY,NO,CASEGGIATO DEL SOLE 6,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,21.83,COURT,STANDING,OPEN SPACES,36.82,118,191,OUTSIDE,G,,T1076,45,118,15,LIMESTONE,D,8,0,2,1,NO,NO,NO,F,L1076,175,60,10,WOOD,,,,
1077,WINDOW,NO,CASEGGIATO DEL SOLE 6,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,21.83,COURT,STANDING,OPEN SPACES,36.82,114,168,OUTSIDE,G,117,,,,,,,,,,,,,NO,F,L1077,154,59,10,WOOD,,,,
1078,WINDOW,NO,CASEGGIATO DEL SOLE 6,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,21.83,COURT,STANDING,OPEN SPACES,36.82,117,188,OUTSIDE,G,100,,,,,,,,,,,,,NO,F,L1078,147,58,10,WOOD,,,,
1079,DOORWAY,NO,CASEGGIATO DEL SOLE 3,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,37.72,299,,OUTSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
1080,DOORWAY,NO,CASEGGIATO DEL SOLE 3,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,TABERNA,STANDING,PUBLIC ROOM,37.72,COURT,STANDING,OPEN SPACES,36.82,96,174,OUTSIDE,G,,,,,,,,,,,,,,NO,F,L1080,124,60,10,WOOD,,,,
1081,DOORWAY,NO,CASEGGIATO DEL SOLE 3,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,36.82,CORRIDOR,PASSING,PUBLIC ROOM,12.66,120,192,OUTSIDE,G,,,,,,,,,,,,,,NO,F,L1081,166,59,10,WOOD,,,,
1082,WINDOW,NO,CASEGGIATO DEL SOLE 3,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,36.82,CUBICULUM,STANDING,PRIVATE ROOM,11.7,118,177,OUTSIDE,G,89,,,,,,,,,,,,,NO,F,L1082,142,59,10,WOOD,,,,
1083,WINDOW,NO,CASEGGIATO DEL SOLE 3,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,36.82,CUBICULUM,STANDING,PRIVATE ROOM,11.7,118,177,OUTSIDE,G,89,,,,,,,,,,,,,NO,F,L1083,142,59,10,WOOD,,,,
1084,DOORWAY,NO,CASEGGIATO DEL SOLE 3,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,10.77,151,193,OUTSIDE,G,,,,,,,,,,,,,,NO,F,L1084,190,58,11,WOOD,,,,
1085,WINDOW,NO,CASEGGIATO DEL SOLE 3,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,10.77,44,67,OUTSIDE,G,187,,,,,,,,,,,,,NO,F,L1085,58,58,4,WOOD,,,,
